frame,id,x,y
62,1,14.7772234,4.615891003
62,2,3.840042571,2.203357385
62,3,8.407660971,0.75449075
62,4,11.61643234,2.791108405
62,18,4.291938821,-4.649476047
63,1,14.75310077,4.618712834
63,2,3.809066248,2.206819717
63,3,8.407660971,0.75449075
63,4,11.5951301,2.95973591
63,18,4.211763752,-4.82803365
64,1,14.70819685,4.749864188
64,2,3.778087219,2.210282352
64,3,8.401981649,0.644997913
64,4,11.58463294,3.042830899
64,18,4.211763752,-4.82803365
65,1,14.70819685,4.749864188
65,2,3.716525618,2.116702991
65,3,8.396238025,0.534265375
65,4,11.57423645,3.125128964
65,18,4.25423089,-4.832361633
66,1,14.68602708,4.814615661
66,2,3.685372703,2.120180649
66,3,8.413277064,0.862764586
66,4,11.5639392,3.206641514
66,18,4.25423089,-4.832361633
67,1,14.66220372,4.817408899
67,2,3.654217051,2.123658614
67,3,8.418830978,0.969839668
67,4,11.5639392,3.206641514
67,18,4.291938821,-4.649476047
68,1,14.64031759,4.881610599
68,2,3.591371808,1.926457555
68,3,8.434276801,0.641436218
68,4,11.5639392,3.206641514
68,18,4.291938821,-4.649476047
69,1,14.61659127,4.884394552
69,2,3.52775715,1.829757356
69,3,8.455752782,0.41508844
69,4,11.5639392,3.206641514
69,18,4.291938821,-4.649476047
70,1,14.59286334,4.887178695
70,2,3.52775715,1.829757356
70,3,8.455752782,0.41508844
70,4,11.53668046,3.209760843
70,18,4.291938821,-4.649476047
71,1,14.56913379,4.889963027
71,2,3.52775715,1.829757356
71,3,8.450251786,0.301781921
71,4,11.52661011,3.290487378
71,18,4.291938821,-4.649476047
72,1,14.54540264,4.892747548
72,2,3.496079155,1.833279879
72,3,8.450251786,0.301781921
72,4,11.51663497,3.370450653
72,18,4.291938821,-4.649476047
73,1,14.52166987,4.895532259
73,2,3.528366985,1.933472769
73,3,8.450251786,0.301781921
73,4,11.47987652,3.452746169
73,18,4.25423089,-4.832361633
74,1,14.49793549,4.898317158
74,2,3.528366985,1.933472769
74,3,8.483096361,0.29817538
74,4,11.4702133,3.531203591
74,18,4.25423089,-4.832361633
75,1,14.47419949,4.901102247
75,2,3.528366985,1.933472769
75,3,8.483096361,0.29817538
75,4,11.46064017,3.608929554
75,18,4.173179658,-5.013609719
76,1,14.47419949,4.901102247
76,2,3.528366985,1.933472769
76,3,8.483096361,0.29817538
76,4,11.42464972,3.688985066
76,18,4.173179658,-5.013609719
77,1,14.45046189,4.903887525
77,2,3.591636087,2.029085652
77,3,8.483096361,0.29817538
77,4,11.4153751,3.765267245
77,18,4.173179658,-5.013609719
78,1,14.40298183,4.909458649
78,2,3.591636087,2.029085652
78,3,8.488410133,0.411497179
78,4,11.37992065,3.843876713
78,18,4.211763752,-4.82803365
79,1,14.37923939,4.912244495
79,2,3.623058663,2.127136883
79,3,8.488410133,0.411497179
79,4,11.35365357,3.846905627
79,18,4.211763752,-4.82803365
80,1,14.35549533,4.91503053
80,2,3.654144039,2.224135915
80,3,8.521064456,0.407906251
80,4,11.31863894,3.924790564
80,18,4.211763752,-4.82803365
81,1,14.3523521,4.853738335
81,2,3.654144039,2.224135915
81,3,8.521064456,0.407906251
81,4,11.28394078,4.001971563
81,18,4.249784143,-4.645168804
82,1,14.30465822,4.85933034
82,2,3.654144039,2.224135915
82,3,8.553715753,0.404315656
82,4,11.24955482,4.078458126
82,18,4.249784143,-4.645168804
83,1,14.29788442,4.735217808
83,2,3.715720751,2.316650065
83,3,8.548776326,0.290963309
83,4,11.24017982,3.933846111
84,1,14.27029803,4.675190424
84,2,3.715720751,2.316650065
84,3,8.581611717,0.287357777
84,4,11.2058324,4.010994773
85,1,14.19782004,4.683668798
85,2,3.745982874,2.411609086
85,3,8.548776326,0.290963309
85,4,11.17179406,4.087449212
85,18,4.291938821,-4.649476047
86,1,14.14949303,4.689322024
86,2,3.715324674,2.415044406
86,3,8.581611717,0.287357777
86,4,11.13806063,4.163218757
86,18,4.291938821,-4.649476047
87,1,14.12532701,4.692148931
87,2,3.745982874,2.411609086
87,3,8.581611717,0.287357777
87,4,11.10462805,4.23831257
88,1,14.10115933,4.694976033
88,2,3.776638425,2.408174063
88,3,8.586364025,0.400725393
88,4,11.07149231,4.312739651
89,1,14.09686734,4.631662162
89,2,3.807291326,2.404739337
89,3,8.586364025,0.400725393
89,4,11.06411821,4.383553727
90,1,14.116915,4.564954375
90,2,3.837941578,2.401304907
90,3,8.651651491,0.393545867
90,4,10.96697896,4.601030911
90,18,4.291938821,-4.649476047
91,1,14.11265427,4.500529633
91,2,3.868589181,2.397870774
91,3,8.68843441,0.502086448
91,4,10.93516168,4.672264032
91,18,4.291938821,-4.649476047
92,1,14.17405424,4.295195924
92,2,3.929876444,2.391003399
92,3,8.68843441,0.502086448
92,4,10.91013078,4.6751781
92,18,4.291938821,-4.649476047
93,1,14.16997092,4.228450348
93,2,3.93140773,2.292511756
93,3,8.684290687,0.389956602
93,4,10.86006362,4.681006861
93,18,4.291938821,-4.649476047
94,1,14.16585139,4.161113052
94,2,3.872249164,2.099319277
94,3,8.684290687,0.389956602
94,4,10.80998933,4.686836452
94,18,4.291938821,-4.649476047
95,1,14.13656294,4.096094681
95,2,3.90338567,2.09584345
95,3,8.684290687,0.389956602
95,4,10.75990789,4.692666875
95,18,4.291938821,-4.649476047
96,1,14.10701038,4.030490008
96,2,3.90479928,1.994171477
96,3,8.680099531,0.276543197
96,4,10.73486449,4.695582398
97,1,14.10255216,3.961350859
97,2,3.936100396,1.990681754
97,3,8.712922683,0.272939009
97,4,10.69304689,4.899605871
98,1,14.07257704,3.894538593
98,2,3.937698442,1.887896136
98,3,8.712922683,0.272939009
98,4,10.65759374,5.033669605
99,1,14.06792213,3.824153659
99,2,3.967398749,1.98719234
99,3,8.749560006,0.382779071
99,4,10.60347863,5.104129831
100,1,14.05848453,3.681451677
100,2,3.99869434,1.983703233
100,3,8.753334038,0.494939198
100,4,10.60347863,5.104129831
101,1,14.05370066,3.609116869
101,2,3.99869434,1.983703233
101,3,8.753334038,0.494939198
101,4,10.53023805,5.112697412
102,1,14.07018659,3.459417106
102,2,3.99869434,1.983703233
102,3,8.749560006,0.382779071
102,4,10.49660033,5.243290045
103,1,14.0916976,3.382011093
103,2,3.967398749,1.98719234
103,3,8.782190131,0.379190804
103,4,10.42824113,5.188233526
104,1,14.10877091,3.228082418
104,2,3.99869434,1.983703233
104,3,8.753334038,0.494939198
104,4,10.36349646,5.444929909
105,1,14.10408959,3.151562198
105,2,3.967398749,1.98719234
105,3,8.753334038,0.494939198
105,4,10.33573673,5.509173136
106,1,14.10408959,3.151562198
106,2,3.99869434,1.983703233
106,3,8.7570656,0.605837208
106,4,10.2917399,5.453355822
107,1,14.02910621,3.23723441
107,2,3.967398749,1.98719234
107,3,8.7570656,0.605837208
107,4,10.26427367,5.517570786
108,1,14.02404783,3.160748684
108,2,3.99869434,1.983703233
108,3,8.7570656,0.605837208
108,4,10.24389406,5.458974053
109,1,14.02404783,3.160748684
109,2,3.99869434,1.983703233
109,3,8.760755408,0.715494286
109,4,10.19279607,5.525970145
110,1,14.02404783,3.160748684
110,2,4.029987168,1.980214435
110,3,8.760755408,0.715494286
110,4,10.16896697,5.528770311
111,1,14.02404783,3.160748684
111,2,4.029987168,1.980214435
111,3,8.760755408,0.715494286
111,4,10.14513626,5.531570667
112,1,14.02404783,3.160748684
112,2,4.061277236,1.976725944
112,3,8.760755408,0.715494286
112,4,10.09746999,5.537171948
113,1,14.02910621,3.23723441
113,2,4.061277236,1.976725944
113,3,8.760755408,0.715494286
113,4,10.04717096,5.603584718
114,1,14.02910621,3.23723441
114,2,4.121264688,2.071521203
114,3,8.760755408,0.715494286
114,4,9.99968934,5.609168387
115,1,14.05566313,3.234183514
115,2,4.121264688,2.071521203
115,3,8.760755408,0.715494286
115,4,9.975946124,5.611960504
116,1,14.08221803,3.23113285
116,2,4.183491251,2.064574734
116,3,8.760755408,0.715494286
116,4,9.902690264,5.68058935
117,1,14.13532178,3.225032218
117,2,4.211547531,2.161832976
117,3,8.764404156,0.823931144
117,4,9.87903868,5.68337271
118,1,14.07018659,3.459417106
118,2,4.211547531,2.161832976
118,3,8.764404156,0.823931144
118,4,9.80807438,5.691723913
119,1,14.02775301,3.61211168
119,2,4.180603649,2.165291682
119,3,8.764404156,0.823931144
119,4,9.737095757,5.700076803
120,1,14.02775301,3.61211168
120,2,4.149657066,2.16875069
120,3,8.73249797,0.827459858
120,4,9.667138327,5.648275195
121,1,14.03265577,3.684435458
121,2,4.149657066,2.16875069
121,3,8.73249797,0.827459858
121,4,9.61876621,5.714002032
122,1,14.05848453,3.681451677
122,2,4.11870778,2.17221
122,3,8.73249797,0.827459858
122,4,9.572065967,5.659455364
123,1,14.0796464,3.60612228
123,2,4.087755792,2.175669612
123,3,8.73628305,0.934682055
123,4,9.500744831,5.667842474
124,1,14.11013633,3.675484776
124,2,4.056801102,2.179129526
124,3,8.768012527,0.931168036
124,4,9.429356105,5.736292146
125,1,14.11013633,3.675484776
125,2,4.056801102,2.179129526
125,3,8.771581188,1.037224772
125,4,9.358301018,5.744654034
126,1,14.08893388,3.750155011
126,2,4.087755792,2.175669612
126,3,8.799739147,0.927654334
126,4,9.310922988,5.750229564
127,1,14.08893388,3.750155011
127,2,4.087755792,2.175669612
127,3,8.799739147,0.927654334
127,4,9.28723158,5.75301761
128,1,14.08893388,3.750155011
128,2,4.087755792,2.175669612
128,3,8.799739147,0.927654334
128,4,9.23984398,5.758594266
129,1,14.11464105,3.74718262
129,2,4.11870778,2.17221
129,3,8.828207857,0.816874675
129,4,9.168750615,5.766960658
130,1,14.11464105,3.74718262
130,2,4.149657066,2.16875069
130,3,8.828207857,0.816874675
130,4,9.12134706,5.772539192
131,1,14.11464105,3.74718262
131,2,4.211547531,2.161832976
131,3,8.828207857,0.816874675
131,4,9.07393712,5.778118477
132,1,14.11464105,3.74718262
132,2,4.242488712,2.158374572
132,3,8.828207857,0.816874675
132,4,9.026520794,5.783698514
133,1,14.11464105,3.74718262
133,2,4.304362972,2.151458669
133,3,8.828207857,0.816874675
133,4,8.980900181,5.848665317
134,1,14.14034633,3.744210448
134,2,4.335296052,2.148001171
134,3,8.831462908,0.924140948
134,4,8.910047427,5.857009391
135,1,14.14469352,3.815269109
135,2,4.397154113,2.141087079
135,3,8.863183812,0.920627878
135,4,8.791927814,5.870919912
136,1,14.12352852,3.888636944
136,2,4.432288313,2.036801048
136,3,8.860105372,0.81334692
136,4,8.723891494,5.938063259
137,1,14.15327073,3.955471089
137,2,4.463375668,2.033330708
137,3,8.897771787,1.023230173
137,4,8.623224014,5.831159189
138,1,14.17862725,3.952531524
138,2,4.463375668,2.033330708
138,3,8.897771787,1.023230173
138,4,8.572252482,5.777029849
139,1,14.22540921,3.876836226
139,2,4.494460295,2.029860672
139,3,8.900610311,1.128184009
139,4,8.531925136,5.901539491
140,1,14.22540921,3.876836226
140,2,4.551752039,2.123807127
140,3,8.869239623,1.131667723
140,4,8.50827901,5.90432421
141,1,14.25087474,3.873886584
141,2,4.551752039,2.123807127
141,3,8.869239623,1.131667723
141,4,8.413678633,5.915464955
142,1,14.27633842,3.870937157
142,2,4.582663531,2.120352042
142,3,8.869239623,1.131667723
142,4,8.362020996,5.861898019
143,1,14.30538228,3.937836896
143,2,4.608428084,2.216743964
143,3,8.869239623,1.131667723
143,4,8.290750191,5.870285293
144,1,14.35607142,3.931960538
144,2,4.587697819,2.019452391
144,3,8.872218096,1.235464943
144,4,8.243228313,5.875877751
145,1,14.4067532,3.926085031
145,2,4.624026615,1.913985715
145,3,8.872218096,1.235464943
145,4,8.195700025,5.881470963
146,1,14.45742764,3.920210377
146,2,4.624026615,1.913985715
146,3,8.872218096,1.235464943
146,4,8.135010708,6.00746306
147,1,14.46029717,3.989498496
147,2,4.65526428,1.910503067
147,3,8.841015486,1.238934605
147,4,8.064278842,6.015798835
148,1,14.44096076,4.129138289
148,2,4.686499191,1.907020725
148,3,8.841015486,1.238934605
148,4,8.022842034,6.0793886
149,1,14.44674385,4.263449717
149,2,4.686499191,1.907020725
149,3,8.841015486,1.238934605
149,4,7.952376598,6.087698843
150,1,14.47426843,4.326849941
150,2,4.711976359,2.005578943
150,3,8.809810111,1.242404575
150,4,7.881897076,6.096010746
151,1,14.43365759,4.527960351
151,2,4.743039182,2.002111341
151,3,8.813094414,1.345049678
151,4,7.811403465,6.104324311
152,1,14.41520893,4.658238949
152,2,4.743039182,2.002111341
152,3,8.813094414,1.345049678
152,4,7.787902463,6.107095869
153,1,14.43935491,4.655414387
153,2,4.805156657,1.99517705
153,3,8.782055355,1.348505693
153,4,7.740895761,6.112639539
154,1,14.41812416,4.721141447
154,2,4.860745644,2.089269831
154,3,8.782055355,1.348505693
154,4,7.724316671,6.172848364
155,1,14.37312799,4.789120474
155,2,4.891630183,2.085817758
155,3,8.747391065,1.249345437
155,4,7.693882792,6.118183947
156,1,14.49024815,4.712697955
156,2,4.891630183,2.085817758
156,3,8.747391065,1.249345437
156,4,7.646863556,6.123729095
157,1,14.51676829,4.772291741
157,2,4.891630183,2.085817758
157,3,8.747391065,1.249345437
157,4,7.623351588,6.126501946
158,1,14.49793549,4.898317158
158,2,4.922512029,2.082365986
158,3,8.747391065,1.249345437
158,4,7.552806279,6.134821608
159,1,14.45854984,5.084822362
159,2,4.977167383,2.175477018
159,3,8.75101356,1.351962013
159,4,7.513559845,6.19772108
160,1,14.46383072,5.202960343
160,2,5.007878334,2.172040045
160,3,8.75101356,1.351962013
160,4,7.443279581,6.206015288
161,1,14.46643865,5.261302119
161,2,5.038586621,2.16860337
161,3,8.754597045,1.453473552
161,4,7.404623701,6.268385208
162,1,14.51032538,5.197484835
162,2,5.069292246,2.165166992
162,3,8.727430458,1.557326212
162,4,7.357947112,6.273897624
163,1,14.43109857,5.495342537
163,2,5.069292246,2.165166992
163,3,8.727430458,1.557326212
163,4,7.319782163,6.335753244
164,1,14.45647552,5.548655897
164,2,5.099995207,2.161730913
164,3,8.73110155,1.656666607
164,4,7.296533195,6.338500792
165,1,14.43909613,5.661992082
165,2,5.07688087,2.06511164
165,3,8.700550969,1.660081352
165,4,7.273282695,6.341248521
166,1,14.46160458,5.659326649
166,2,5.130695506,2.158295132
166,3,8.700550969,1.660081352
166,4,7.250030664,6.343996431
167,1,14.48655603,5.711345983
167,2,5.161393142,2.154859649
167,3,8.700550969,1.660081352
167,4,7.258761763,6.399857111
168,1,14.46665245,5.768245387
168,2,5.161393142,2.154859649
168,3,8.704345205,1.758355094
168,4,7.235602201,6.40259596
169,1,14.44690452,5.82469979
169,2,5.244995488,2.243641359
169,3,8.704345205,1.758355094
169,4,7.212441119,6.405334988
170,1,14.44690452,5.82469979
170,2,5.244995488,2.243641359
170,3,8.704345205,1.758355094
170,4,7.189278517,6.408074196
171,1,14.42731044,5.880714395
171,2,5.306045122,2.23680061
171,3,8.704345205,1.758355094
171,4,7.142948753,6.413553151
172,1,14.46665245,5.768245387
172,2,5.345523075,2.134253003
172,3,8.704345205,1.758355094
172,4,7.119781591,6.416292898
173,1,14.46665245,5.768245387
173,2,5.376202085,2.130819604
173,3,8.704345205,1.758355094
173,4,7.096612908,6.419032825
174,1,14.4246611,5.827339049
174,2,5.406878437,2.127386503
174,3,8.704345205,1.758355094
174,4,7.073442704,6.421772932
175,1,14.40515304,5.883345149
175,2,5.437552129,2.1239537
175,3,8.704345205,1.758355094
175,4,7.036691737,6.482574048
176,1,14.40515304,5.883345149
176,2,5.468223163,2.120521193
176,3,8.704345205,1.758355094
176,4,6.990527427,6.488037128
177,1,14.40515304,5.883345149
177,2,5.468223163,2.120521193
177,3,8.70809944,1.855592788
177,4,6.921269644,6.496233087
178,1,14.42731044,5.880714395
178,2,5.468223163,2.120521193
178,3,8.70809944,1.855592788
178,4,6.875090241,6.501697952
179,1,14.42731044,5.880714395
179,2,5.48913086,2.216285442
179,3,8.70809944,1.855592788
179,4,6.828904798,6.507163533
180,1,14.42731044,5.880714395
180,2,5.477925094,2.020285524
180,3,8.704345205,1.758355094
180,4,6.795281594,6.454668249
181,1,14.40515304,5.883345149
181,2,5.477925094,2.020285524
181,3,8.704345205,1.758355094
181,4,6.772091608,6.457410696
182,1,14.44432233,5.770893202
182,2,5.508755834,2.016839464
182,3,8.67395405,1.761756278
182,4,6.748900099,6.460153322
183,1,14.44432233,5.770893202
183,2,5.508755834,2.016839464
183,3,8.67395405,1.761756278
183,4,6.748900099,6.460153322
184,1,14.44432233,5.770893202
184,2,5.518725407,1.915520022
184,3,8.643560273,1.765157755
184,4,6.738098116,6.404496283
185,1,14.44432233,5.770893202
185,2,5.507658888,1.713090341
185,3,8.643560273,1.765157755
185,4,6.714810811,6.407248362
186,1,14.46665245,5.768245387
186,2,5.538987201,1.709602119
186,3,8.64763527,1.862367934
186,4,6.680442053,6.353909679
187,1,14.48655603,5.711345983
187,2,5.57031274,1.706114206
187,3,8.64763527,1.862367934
187,4,6.668231595,6.412753063
188,1,14.46413854,5.714002409
188,2,5.549282921,1.604968094
188,3,8.64763527,1.862367934
188,4,6.644939683,6.415505686
189,1,14.44171961,5.716659005
189,2,5.580777876,1.601465924
189,3,8.64763527,1.862367934
189,4,6.644939683,6.415505686
190,1,14.41929924,5.719315772
190,3,8.64763527,1.862367934
190,4,6.621646235,6.41825849
191,1,14.43645163,5.606887233
191,3,8.617399292,1.865755943
191,4,6.644102604,6.529033005
192,1,14.43378587,5.551339174
192,3,8.617399292,1.865755943
192,4,6.644102604,6.529033005
193,1,14.41109474,5.554022625
193,3,8.587160719,1.869144243
193,4,6.632919709,6.473869156
194,1,14.40831573,5.498034998
194,3,8.587160719,1.869144243
194,4,6.609719061,6.476612864
195,1,14.38553141,5.500727634
195,3,8.587160719,1.869144243
196,1,14.32031549,5.564758174
196,3,8.556919549,1.872532834
197,1,14.32031549,5.564758174
197,3,8.556919549,1.872532834
198,1,14.29761699,5.567442497
198,3,8.556919549,1.872532834
198,4,6.679316435,6.468382282
199,1,14.27491702,5.570126994
199,3,8.531343155,1.972057687
199,4,6.679316435,6.468382282
200,1,14.29437925,5.511499937
200,3,8.531343155,1.972057687
201,1,14.24879425,5.516887142
201,3,8.531343155,1.972057687
202,1,14.30757728,5.338207154
202,3,8.50125564,1.975433188
203,1,14.30432736,5.28040699
203,3,8.50125564,1.975433188
204,1,14.34445589,5.157874558
204,3,8.50125564,1.975433188
205,1,14.34131893,5.098608297
205,3,8.50125564,1.975433188
206,1,14.31460692,5.041614642
206,3,8.471165555,1.978808978
207,1,14.22039556,5.052685454
207,3,8.471165555,1.978808978
208,1,14.14972036,5.060990523
208,3,8.471165555,1.978808978
209,1,14.09841746,5.006362063
209,3,8.471165555,1.978808978
210,1,14.07044069,4.948477728
210,3,8.471165555,1.978808978
210,4,6.78466812,6.398992671
211,1,14.02742162,5.014698649
211,3,8.471165555,1.978808978
211,4,6.773968349,6.342864402
212,1,13.96118327,5.083145585
212,3,8.4410729,1.982185055
212,4,6.773968349,6.342864402
213,1,13.93760899,5.085915808
213,3,8.471165555,1.978808978
213,4,6.773968349,6.342864402
214,1,13.89045564,5.091456815
214,3,8.471165555,1.978808978
215,1,13.83802887,5.036937827
215,3,8.466180463,1.882700353
216,1,13.78515338,4.981952225
216,3,8.496429422,1.879310889
216,4,6.7302849,6.11371217
217,1,13.81651131,4.791571731
217,3,8.496429422,1.879310889
217,4,6.7302849,6.11371217
218,1,13.76263619,4.734575996
218,3,8.491552039,1.782169545
218,4,6.719137442,6.055235445
219,1,13.73258876,4.674241706
219,3,8.46114252,1.785572784
219,4,6.707897079,5.996271367
220,1,13.6839896,4.679922331
220,2,5.378876501,0.287827773
220,3,8.491552039,1.782169545
220,4,6.672495916,5.939641906
221,1,13.55147332,4.822599494
221,2,5.378876501,0.287827773
221,3,8.491552039,1.782169545
221,4,6.636794792,5.882532612
222,1,13.47221244,4.768549361
222,3,8.521958933,1.7787666
