frame,x,y
621,9.570682302,3.190699606
622,9.515534164,3.11405062
623,9.515534164,3.11405062
624,9.459836318,3.036637609
625,9.403644149,3.043035107
626,9.375744868,3.129982319
627,9.319813596,3.136356771
628,9.291232881,3.055833169
629,9.235013779,3.062233733
630,9.20690086,3.065434399
631,9.178785695,3.06863532
632,9.122548628,3.07503793
635,9.008042872,3.003433645
636,8.979773169,3.006648762
637,8.923226953,3.013079771
639,8.894950439,3.016295663
640,8.923226953,3.013079771
641,9.092838362,2.993789842
641,8.894950439,3.016295663
642,9.036310304,3.000218786
650,9.899581738,3.316574837
651,9.976744036,3.468020715
652,10.05544562,3.537990442
653,10.16036746,3.604187749
654,10.21432211,3.597995311
655,10.34917252,3.582518374
656,10.4253043,3.651244192
657,10.47400569,3.722383241
658,10.54882156,3.789791823
661,10.86085046,3.829151795
662,10.94012191,3.82001925
663,10.98570794,3.889334237
664,11.0570403,3.954983597
665,11.15375049,4.017011361
666,11.23187046,4.007986813
667,11.30138575,4.072465176
668,11.40502466,4.06048193
669,11.47340765,4.124409936
670,11.56682266,4.184777122
671,11.64379593,4.1758614
672,11.72075231,4.166947635
673,11.78704527,4.229786063
674,11.88914807,4.217949352
675,11.9543615,4.280259692
676,12.03056303,4.271418105
677,12.0948318,4.333196336
678,12.15851993,4.394416439
679,12.23400291,4.385643381
680,12.29677209,4.446345829
681,12.37189279,4.437607589
682,12.40883299,4.500700931
683,12.48360019,4.49199662
684,12.54468683,4.551673539
685,12.64389897,4.540113919
686,12.70399512,4.599304342
687,12.78813601,4.655104035
688,12.83728174,4.649368612
689,12.91098741,4.640766986
690,12.99382389,4.696126063
691,13.05158528,4.753842371
692,13.10884337,4.811055766
693,13.18154737,4.802550954
694,13.26211176,4.856474797
695,13.31035531,4.850826967
696,13.36598966,4.907115655
697,13.4211456,4.962920297
704,13.27766273,4.979743355
705,13.25374319,4.982547869
706,13.22982203,4.985352574
707,13.20589922,4.988157472
708,13.15804871,4.993767842
709,13.0947468,5.062961835
710,13.04708231,5.068554601
711,13.02324762,5.071351269
712,12.99941132,5.074148128
713,12.95173383,5.079742417
714,12.92789266,5.082539848
715,12.90404986,5.085337469
716,12.8947539,5.024638593
717,12.87080818,5.027446176
718,12.84686083,5.030253952
719,12.80866242,5.096529858
720,12.7848115,5.099328432
721,12.76095896,5.102127196
722,12.71324899,5.107725297
723,12.68939157,5.110524633
724,12.64167186,5.116123878
725,12.61780956,5.118923787
726,12.57008009,5.124524176
727,12.5593648,5.063962244
728,12.53539614,5.066772517
729,12.51142584,5.069582983
730,12.4874539,5.072393642
731,12.45072796,5.138528489
732,12.40297572,5.14413155
733,12.37909716,5.146933367
734,12.30745171,5.155339964
735,12.28356663,5.158142545
736,12.25967993,5.160945317
737,12.25967993,5.160945317
738,12.21190165,5.166551435
739,12.18801006,5.16935478
740,12.16411685,5.172158317
741,12.140222,5.174962044
742,12.12767787,5.114576609
743,12.10367966,5.117390347
744,12.07967981,5.120204278
745,12.04271953,5.062148479
746,12.0076704,5.128647226
747,11.98366398,5.131461928
748,11.9356462,5.137091909
749,11.90118394,5.203009836
750,11.87727117,5.205815668
751,11.82944073,5.211427904
752,11.80552306,5.21423431
753,11.79155339,5.153986482
754,11.79155339,5.153986482
755,11.76753216,5.156802919
756,11.71948477,5.162436372
803,11.98481572,3.078191702
804,11.98481572,3.078191702
805,11.99718325,2.995716005
806,11.99718325,2.995716005
807,11.99718325,2.995716005
808,12.02227912,2.828358452
809,12.02227912,2.828358452
810,12.03501099,2.743453081
811,12.04786789,2.657713922
812,12.04786789,2.657713922
814,12.06085166,2.57112863
815,12.10226497,2.480472875
816,12.1156487,2.392144884
817,12.1156487,2.392144884
818,12.1156487,2.392144884
819,12.1156487,2.392144884
820,12.1291665,2.302932151
821,12.14282037,2.212821316
822,12.18548125,2.118537052
823,12.18548125,2.118537052
824,12.18548125,2.118537052
825,12.19955974,2.026576068
826,12.19955974,2.026576068
827,12.19955974,2.026576068
828,12.19955974,2.026576068
829,12.21378212,1.93367516
830,12.22815061,1.839819846
831,12.24266748,1.74499534
832,12.25733504,1.649186553
833,12.25733504,1.649186553
834,12.25733504,1.649186553
835,12.27215563,1.55237808
836,12.27215563,1.55237808
841,11.99070991,1.679135269
842,11.84690379,1.882745372
843,11.77608583,1.983014071
844,11.6478625,2.08883749
845,11.54981665,2.19035651
846,11.45273466,2.29087752
847,11.36637841,2.300645353
848,11.29930769,2.39690306
849,11.21334807,2.406636888
850,11.14734964,2.501913496
851,11.09030756,2.508379917
852,10.99683953,2.605923337
853,10.94005706,2.612367359
854,10.84775676,2.708946816
855,10.79123156,2.715368573
870,9.675624735,3.581540658
871,9.567029093,3.593992221
872,9.485560357,3.603333416
873,9.404131668,3.690981806
874,9.350052561,3.697188528
875,9.242690126,3.787104554
876,9.161912373,3.796384415
877,9.05587487,3.885454952
878,8.977486099,3.970650627
879,8.926379866,4.05201436
880,8.846653063,4.061199364
881,8.766908206,4.070386448
882,8.664042856,4.157050476
883,8.588446979,4.239902204
885,8.434799519,4.331109078
886,8.360885549,4.41246042
887,8.28762549,4.493092054
888,8.209562048,4.502126129
889,8.137283081,4.582016585
890,8.059538316,4.591021668
891,7.988226351,4.670180662
892,7.884984344,4.68214944
893,7.807532997,4.691128324
