frame,x,y
156,11.29072849,5.309641201
157,11.38845505,5.354548226
158,11.52061041,5.355750566
159,11.61739116,5.400401075
160,11.72729049,5.401413771
161,11.82319404,5.445807849
162,11.93285771,5.446831102
163,11.99879132,5.57636284
164,12.10750112,5.577414563
165,12.22284316,5.62097834
166,12.3158853,5.664076762
167,12.42408467,5.665147947
168,12.53787976,5.708218993
169,12.60795729,5.750607141
170,12.69908952,5.792963022
171,12.82338146,5.752787831
172,12.97018517,5.712547146
173,13.02540749,5.837510574
174,13.13624362,5.879618733
175,13.22511934,5.921262836
176,13.28912215,5.921938689
177,13.3958419,5.923065622
179,13.29193054,5.673739717
180,13.2701855,5.673524438
181,13.28877314,5.631411354
182,13.28877314,5.631411354
183,13.28877314,5.631411354
184,13.32937079,5.589235651
185,13.2701855,5.673524438
186,13.29193054,5.673739717
187,13.3136781,5.67395502
188,13.33240914,5.631838451
189,13.37315622,5.589659257
190,13.39220525,5.54698932
191,13.41417448,5.547199362
192,13.43614628,5.547409428
193,13.43614628,5.547409428
196,13.35233158,5.283604237
197,13.33304325,5.327981858
198,13.28840816,5.32758102
199,13.30434563,5.238340516
200,13.32049576,5.147909274
201,13.31730686,5.102144576
202,13.31730686,5.102144576
203,13.29461884,5.101954436
204,13.31409674,5.056075294
205,13.29133342,5.055887308
206,13.28802607,5.009512579
207,13.26518971,5.009326803
208,13.30433691,4.916009235
209,13.32087056,4.821228642
210,13.31760694,4.773263977
211,13.28762564,4.676181178
212,13.28421459,4.627228304
258,7.362569135,3.874310824
259,7.363228802,3.927459207
260,7.318099486,4.084362084
261,7.296340403,4.187140562
262,7.25065395,4.237766042
263,7.228493295,4.288170151
264,7.210013402,4.486707147
265,7.188380169,4.535362367
266,7.144190696,4.583515593
267,7.145566077,4.631655371
268,7.124382076,4.679300224
269,7.082452472,4.773603932
270,7.063333378,4.866790853
296,5.535931695,4.227163073
297,5.466750841,4.226735294
298,5.413171308,4.175754884
299,5.312381574,3.968971323
300,5.25732788,3.916205657
301,5.17828927,3.862951843
302,5.122390696,3.809454582
304,4.952339933,3.646708927
305,4.861050683,3.536397717
306,4.802832585,3.480599161
307,4.723352769,3.31116395
308,4.62838323,3.195976354
309,4.568034816,3.137710134
310,4.482479445,3.078943517
311,4.385239703,2.840227196
312,4.309848653,2.840044151
313,4.259545804,2.71796925
314,4.195994357,2.656155038
315,4.1319662,2.593877147
316,4.053822603,2.467982036
317,3.974466435,2.340133383
339,3.73091142,2.403952566
340,3.73091142,2.403952566
341,3.73091142,2.403952566
342,3.720210324,2.467509626
356,3.739287865,2.655274542
357,3.753962989,2.716909602
358,3.753962989,2.716909602
359,3.753962989,2.716909602
360,3.743378727,2.778014361
361,3.743378727,2.778014361
362,3.743378727,2.778014361
363,3.743378727,2.778014361
364,3.743378727,2.778014361
365,3.743378727,2.778014361
366,3.757924921,2.838704117
367,3.757924921,2.838704117
368,3.743378727,2.778014361
369,3.743378727,2.778014361
380,3.707832267,2.838582495
381,3.697509719,2.898737297
382,3.697509719,2.898737297
383,3.697509719,2.898737297
384,3.697509719,2.898737297
385,3.697509719,2.898737297
386,3.697509719,2.898737297
387,3.67256633,2.898672643
388,3.67256633,2.898672643
389,3.67256633,2.898672643
390,3.67256633,2.898672643
395,3.67256633,2.898672643
396,3.67256633,2.898672643
397,3.701856353,3.017730148
398,3.701856353,3.017730148
399,3.677102964,3.017657955
400,3.691674743,3.076510328
401,3.706137163,3.134921029
402,3.706137163,3.134921029
403,3.706137163,3.134921029
404,3.706137163,3.134921029
405,3.706137163,3.134921029
406,3.706137163,3.134921029
407,3.706137163,3.134921029
408,3.706137163,3.134921029
409,3.706137163,3.134921029
410,3.706137163,3.134921029
411,3.706137163,3.134921029
412,3.706137163,3.134921029
413,3.706137163,3.134921029
414,3.720491453,3.19289501
415,3.720491453,3.19289501
416,3.720491453,3.19289501
417,3.720491453,3.19289501
418,3.720491453,3.19289501
420,3.720491453,3.19289501
421,3.720491453,3.19289501
422,3.720491453,3.19289501
423,3.696016065,3.192811941
424,3.696016065,3.192811941
425,3.696016065,3.192811941
426,3.696016065,3.192811941
427,3.696016065,3.192811941
428,3.696016065,3.192811941
429,3.681570902,3.134841532
430,3.681570902,3.134841532
436,3.839691281,3.076965753
437,3.864372322,3.077041693
438,3.913744367,3.077193604
439,3.976583435,3.135796194
440,4.038969056,3.193975909
441,4.063490245,3.194059133
442,4.088014711,3.194142367
443,4.112542453,3.194225614
444,4.137073474,3.194308871
445,4.186145351,3.194475419
446,4.210686209,3.194558709
447,4.235230347,3.194642011
448,4.247428885,3.136672651
449,4.272071023,3.136752394
450,4.296716468,3.136832146
451,4.321365221,3.13691191
452,4.358000267,3.195058687
453,4.382564102,3.195142055
454,4.407131221,3.195225435
455,4.431701626,3.195308826
456,4.456275318,3.195392228
459,4.603786515,3.195892874
460,4.663784894,3.253735931
461,4.737331139,3.253997073
462,4.796646978,3.311435601
468,5.214102106,3.482312569
469,5.262547228,3.482514399
470,5.311005098,3.482716281
471,5.359475721,3.482918217
472,5.415810384,3.538792704
473,5.456455249,3.483322248
474,5.504964164,3.483524343
475,5.570466906,3.427719834
476,5.619186489,3.427915394
477,5.667918953,3.428111007
478,5.716664303,3.428306671
479,5.747700443,3.484535617
480,5.82692672,3.540567559
481,5.875353674,3.540776626
482,5.917806186,3.485244303
483,5.990756697,3.485548225
484,6.015079946,3.485649559
485,6.044948199,3.541508793
486,6.093432423,3.541718107
487,6.147076455,3.597289592
488,6.195408971,3.597505496
489,6.26322757,3.54245114
490,6.311769165,3.542660702
491,6.388865658,3.598369679
492,6.433179002,3.543184847
493,6.481765289,3.543394602
494,6.52660989,3.487780667
495,6.551003833,3.487882296
496,6.599801381,3.488085593
512,5.74306987,3.023683308
513,5.635710865,2.96379506
514,5.592942594,3.023245465
515,5.54078123,3.199072993
516,5.491346657,3.198905214
517,5.417219655,3.19865363
518,5.36781822,3.198485964
519,5.293740901,3.198234549
520,5.21092884,3.139790542
521,5.136634016,3.139550123
522,5.087120787,3.139389898
523,5.012875909,3.139149642
524,4.96339596,3.138989524
526,4.758854241,2.961379424
527,4.683889152,2.961172904
562,5.326761997,3.256089976
563,5.326761997,3.256089976
602,9.402724066,3.499762976
603,9.353183677,3.499556583
604,9.328418425,3.499453408
607,9.136336515,3.442033255
608,9.086682909,3.441833946
609,9.061861074,3.441734311
610,9.03704255,3.441634689
611,8.987415434,3.441435485
612,8.937801556,3.441236335
613,8.888200909,3.441037238
614,8.863405546,3.440937709
615,8.818576831,3.383763607
616,8.768822859,3.38357152
617,8.743950865,3.383475496
618,8.719082199,3.383379485
619,8.6778363,3.267988698
620,8.627745853,3.267810841
621,8.58157725,3.209393321
622,8.556448754,3.209308036
623,8.506201957,3.2091375
624,8.481083653,3.20905225
625,8.430857235,3.208881784
626,8.405749118,3.208796568
627,8.355543066,3.208626171
628,8.330445129,3.208540989
629,8.283049523,3.149731939
630,8.257866264,3.149650445
631,8.207509993,3.149487492
632,8.182336979,3.149406032
633,8.132001192,3.149243145
634,8.081679054,3.149080303
635,8.056523102,3.148998898
636,8.006221428,3.148836122
638,7.930794482,3.14859204
639,7.905658981,3.148510701
640,7.855398197,3.148348057
643,8.108976754,3.090101708
644,8.237944362,3.030959563
645,8.333426291,3.149894958
646,8.430857235,3.208881784
647,8.531323657,3.209222762
648,8.644496159,3.383091528
649,8.714702772,3.440340815
650,8.784415061,3.497187011
651,8.883206499,3.49759859
652,8.95210133,3.554059439
653,9.045056662,3.610235054
654,9.118703069,3.610564038
655,9.192378637,3.610893151
656,9.308717779,3.666817394
657,9.375456645,3.722135056
661,9.725913151,3.832729098
662,9.814765393,3.887063059
663,9.911591765,3.887566588
664,9.951275141,3.941289254
665,10.03878702,3.994901675
666,10.13503404,3.995429713
667,10.22166143,4.048695649
668,10.2837944,4.101468629
669,10.36934683,4.154025204
670,10.4543329,4.206233847
671,10.54942944,4.206808803
672,10.62078363,4.207240212
673,10.68098247,4.258977445
674,10.76441651,4.31051717
675,10.835351,4.310965476
676,10.9299722,4.311563481
677,11.01235265,4.362784405
678,11.07067902,4.413515426
679,11.15205891,4.464067098
680,11.2095403,4.514130145
681,11.30303724,4.514771213
682,11.39658091,4.515412601
683,11.47641353,4.565328803
684,11.54638951,4.565817822
685,11.60223766,4.615253795
686,11.69528626,4.615916237
687,11.75906634,4.713497065
688,11.81368214,4.76197444
689,11.88282942,4.762493509
690,11.98284482,4.811014019
691,12.07481693,4.811716144
692,12.14382562,4.812242963
693,12.19688073,4.860121738
694,12.27245944,4.907871547
695,12.32476194,4.955137008
697,12.46765979,5.002838811
698,12.54168554,5.049696513
705,12.38305312,5.048386483
706,12.34418584,5.093989223
707,12.29904686,5.093610931
708,12.27648144,5.093421819
709,12.23135874,5.093043663
710,12.17067604,5.138133337
711,12.11041367,5.182910694
712,12.10325835,5.137560142
713,12.08079117,5.137369123
714,12.0509764,5.091531948
715,12.0284408,5.091343086
716,11.99094936,5.136605274
717,11.94604459,5.136223487
718,11.92359623,5.136032628
719,11.86422855,5.18078787
720,11.84186411,5.180595024
721,11.81950233,5.180402201
722,11.77478679,5.180016625
723,11.73008191,5.17963114
724,11.70773347,5.179438432
725,11.68538769,5.179245747
726,11.6544255,5.133744099
727,11.60960128,5.133362997
728,11.57369877,5.178282667
729,11.55136898,5.17809012
730,11.49353804,5.222508965
731,11.47129129,5.222314466
732,11.4268057,5.221925537
733,11.40456687,5.221731107
734,11.36009714,5.221342317
735,11.31563796,5.220953618
736,11.29341233,5.220759304
737,11.28361896,5.175781345
738,11.21455279,5.264659327
739,11.21674125,5.175204666
740,11.18232377,5.219788077
741,11.13790681,5.219399748
742,11.10387531,5.263678508
743,11.08174767,5.263482414
744,11.04910451,5.218623366
745,11.00471916,5.218235314
746,10.97114871,5.26250229
747,10.92692743,5.262110403
748,10.89373503,5.30607607
749,10.87170452,5.305878229
750,10.8276513,5.305482616
751,10.80562859,5.305284845
752,10.76159094,5.304889372
753,10.739576,5.304691671
754,10.71756366,5.304493993
755,10.69555391,5.304296338
756,10.64133272,5.347750964
770,10.65114703,4.60848269
771,10.66195475,4.559637049
772,10.66195475,4.559637049
773,10.66195475,4.559637049
774,10.67283797,4.510450213
775,10.68379747,4.460918593
776,10.71830225,4.411193211
777,10.74077767,4.310367773
778,10.76441651,4.31051717
779,10.77585883,4.259564113
780,10.78738279,4.208247474
781,10.76357382,4.208103524
782,10.78738279,4.208247474
783,10.78669761,4.104369445
784,10.79838459,4.05194128
805,11.07567856,3.039235761
806,11.08934587,2.978819177
807,11.10311942,2.917932911
808,10.43687844,4.409338586
808,11.11700047,2.856571466
809,10.4470754,4.359135232
809,11.10482399,2.794670055
810,11.11881994,2.732345553
811,11.15930131,2.669579769
812,11.15930131,2.669579769
813,11.17362516,2.606260875
814,11.18806303,2.542437982
816,11.20261629,2.478105049
817,11.21728631,2.413255939
818,11.21728631,2.413255939
819,11.2320745,2.347884413
820,11.2320745,2.347884413
821,11.24698232,2.281984133
822,11.28914711,2.215568043
825,11.31979846,2.081055544
826,11.33531315,2.012969819
829,11.36672838,1.875105035
830,11.36672838,1.875105035
833,11.43114783,1.592402287
834,11.44759354,1.520230809
835,11.44759354,1.520230809
836,11.46417906,1.447445755
840,11.39529764,1.374170512
841,11.26215589,1.592562853
841,11.39529764,1.374170512
842,11.29373603,1.44767366
846,10.66425236,2.080822863
847,10.57011307,2.148192915
848,10.46494911,2.281286664
849,10.37282913,2.34696675
850,10.28148592,2.412093013
851,10.21746346,2.476710029
852,10.15396734,2.540795821
853,10.05474778,2.667450273
854,9.992681489,2.729985288
855,9.905118502,2.791955652
856,9.818272993,2.853418242
857,9.757910776,2.914446081
870,8.681453175,3.552891007
871,8.632286729,3.552678748
872,8.554824558,3.608045156
873,8.446960538,3.772185078
874,8.371369462,3.825880788
875,8.296355116,3.879166821
876,8.20036556,3.878667644
877,8.126305236,3.931536948
878,8.05280554,3.984006038
879,7.954692871,4.088034044
880,7.859127897,4.139195901
881,7.787716033,4.190111429
882,7.716834742,4.240648666
883,7.623231996,4.290664898
884,7.553484343,4.340455524
888,7.257756353,4.584324102
889,7.190828615,4.631983494
890,7.101834829,4.67913386
891,7.035949082,4.726109353
892,6.972476071,4.819577102
893,6.905583463,4.819057974
894,6.841093627,4.865038205
